GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
WDR90	5.85	12	1.04	0.851	16232	0.947	0.149	1826	0.945
PGK1	5.85	12	1.04	0.851	16233	0.947	0.149	1825	0.945
THAP1	5.85	12	1.04	0.851	16234	0.947	0.149	1824	0.945
OR4L1	5.85	12	1.04	0.851	16235	0.947	0.149	1823	0.945
BRSK2	5.85	12	1.04	0.851	16236	0.947	0.149	1822	0.945
SUPT20H	5.85	12	1.04	0.851	16237	0.947	0.149	1821	0.945
SLC27A1	5.85	12	1.04	0.851	16238	0.947	0.149	1820	0.945
HNRNPAB	5.85	12	1.04	0.851	16239	0.947	0.149	1819	0.945
NAF1	5.86	12	1.04	0.851	16240	0.947	0.149	1818	0.945
NFATC2IP	5.86	12	1.04	0.851	16241	0.947	0.149	1817	0.945
ZSWIM3	5.86	12	1.04	0.852	16242	0.947	0.148	1816	0.945
INO80C	5.86	12	1.04	0.852	16243	0.947	0.148	1815	0.945
ALS2CR11	5.86	12	1.04	0.852	16244	0.947	0.148	1814	0.945
MORC2	5.87	12	1.04	0.852	16245	0.947	0.148	1813	0.945
ZG16	5.87	12	1.04	0.852	16246	0.947	0.148	1812	0.945
DOCK10	5.87	12	1.04	0.852	16247	0.947	0.148	1811	0.945
NDUFAF7	5.87	12	1.04	0.852	16248	0.947	0.148	1810	0.945
NUP210	5.87	12	1.04	0.852	16249	0.947	0.148	1809	0.945
STIL	5.87	12	1.04	0.852	16250	0.947	0.148	1808	0.945
ORM1	5.08	9	1.05	0.852	16251	0.947	0.148	1807	0.945
SLC26A6	5.87	12	1.05	0.852	16252	0.947	0.148	1806	0.945
TRA2B	5.88	12	1.05	0.852	16253	0.947	0.148	1805	0.945
TCTN2	5.88	12	1.05	0.852	16254	0.947	0.148	1804	0.945
SUMO2	2.94	3	1.05	0.852	16255	0.947	0.148	1803	0.945
NEUROG1	5.88	12	1.05	0.853	16256	0.947	0.147	1802	0.945
AMER3	5.88	12	1.05	0.853	16257	0.947	0.147	1801	0.945
ALKBH4	5.88	12	1.05	0.853	16258	0.947	0.147	1800	0.945
STAG3	5.88	12	1.05	0.853	16259	0.947	0.147	1799	0.945
KLF12	5.89	12	1.05	0.853	16260	0.947	0.147	1798	0.945
ITM2C	5.89	12	1.05	0.853	16261	0.947	0.147	1797	0.945
ERLIN1	5.89	12	1.05	0.853	16262	0.947	0.147	1796	0.945
ORC1	5.90	12	1.05	0.853	16263	0.947	0.147	1795	0.945
TMEM253	5.90	12	1.05	0.853	16264	0.947	0.147	1794	0.945
MBD5	5.90	12	1.05	0.853	16265	0.947	0.147	1793	0.945
CD28	5.91	12	1.05	0.854	16266	0.947	0.146	1792	0.945
SPC24	5.91	12	1.05	0.854	16267	0.947	0.146	1791	0.945
RPL9	2.95	3	1.05	0.854	16268	0.947	0.146	1790	0.945
UNKL	5.91	12	1.05	0.854	16269	0.947	0.146	1789	0.945
CEP55	5.91	12	1.05	0.854	16270	0.948	0.146	1788	0.945
MAP7D1	5.91	12	1.05	0.854	16271	0.948	0.146	1787	0.945
PCDHB14	5.91	12	1.05	0.854	16272	0.948	0.146	1786	0.945
SEPT8	5.92	12	1.05	0.854	16273	0.948	0.146	1785	0.945
PLAGL1	5.92	12	1.05	0.854	16274	0.948	0.146	1784	0.945
TRMU	5.92	12	1.06	0.854	16275	0.948	0.146	1783	0.945
NEK10	5.92	12	1.06	0.854	16276	0.948	0.146	1782	0.945
MIF4GD	5.92	12	1.06	0.854	16277	0.948	0.146	1781	0.945
LRCH3	5.92	12	1.06	0.854	16278	0.948	0.146	1780	0.945
SH3PXD2A	5.93	12	1.06	0.855	16279	0.948	0.145	1779	0.945
RPL34	2.97	3	1.06	0.855	16280	0.948	0.145	1778	0.945
BNIP1	5.93	12	1.06	0.855	16281	0.948	0.145	1777	0.945
GABRA1	5.94	12	1.06	0.855	16282	0.948	0.145	1776	0.945
F8	5.94	12	1.06	0.855	16283	0.948	0.145	1775	0.945
FAM124B	5.94	12	1.06	0.855	16284	0.948	0.145	1774	0.945
RUNX3	5.94	12	1.06	0.855	16285	0.948	0.145	1773	0.945
MSC	5.94	12	1.06	0.855	16286	0.948	0.145	1772	0.945
NSF	5.95	12	1.06	0.856	16287	0.949	0.144	1771	0.945
PRPF38A	5.95	12	1.06	0.856	16288	0.949	0.144	1770	0.945
CD40LG	5.95	12	1.06	0.856	16289	0.949	0.144	1769	0.945
NCAPG	5.96	12	1.06	0.856	16290	0.949	0.144	1768	0.945
AP2B1	5.96	12	1.06	0.856	16291	0.949	0.144	1767	0.945
GPR21	5.96	12	1.06	0.856	16292	0.949	0.144	1766	0.945
FGFR1	5.97	12	1.06	0.856	16293	0.949	0.144	1765	0.945
NFYB	5.97	12	1.06	0.856	16294	0.949	0.144	1764	0.945
HNF4A	5.97	12	1.06	0.856	16295	0.949	0.144	1763	0.945
ADH4	5.97	12	1.06	0.857	16296	0.949	0.143	1762	0.945
XRCC6	5.97	12	1.07	0.857	16297	0.949	0.143	1761	0.945
RAC3	5.97	12	1.07	0.857	16298	0.949	0.143	1760	0.945
TLCD2	5.97	12	1.07	0.857	16299	0.949	0.143	1759	0.945
INCENP	5.98	12	1.07	0.857	16300	0.949	0.143	1758	0.945
VDAC1	5.98	12	1.07	0.857	16301	0.949	0.143	1757	0.945
C5	5.98	12	1.07	0.857	16302	0.949	0.143	1756	0.945
IL17C	5.98	12	1.07	0.857	16303	0.949	0.143	1755	0.945
NOXA1	5.98	12	1.07	0.857	16304	0.949	0.143	1754	0.945
RMND5B	5.99	12	1.07	0.857	16305	0.949	0.143	1753	0.945
MAGEA4	5.99	12	1.07	0.857	16306	0.949	0.143	1752	0.945
GTF3C2	5.99	12	1.07	0.857	16307	0.949	0.143	1751	0.945
HTRA2	6.00	12	1.07	0.857	16308	0.949	0.143	1750	0.945
ZNF532	6.00	12	1.07	0.858	16309	0.949	0.142	1749	0.945
TEX10	6.00	12	1.07	0.858	16310	0.949	0.142	1748	0.945
KIF15	6.00	12	1.07	0.858	16311	0.95	0.142	1747	0.945
FASN	6.00	12	1.07	0.858	16312	0.95	0.142	1746	0.945
EYS	6.01	12	1.07	0.858	16313	0.95	0.142	1745	0.945
RPL13A	4.25	6	1.07	0.858	16314	0.95	0.142	1744	0.945
NFATC4	6.01	12	1.07	0.858	16315	0.95	0.142	1743	0.945
BCL11B	6.01	12	1.07	0.858	16316	0.95	0.142	1742	0.945
DYM	6.01	12	1.07	0.858	16317	0.95	0.142	1741	0.945
KDM4C	6.02	12	1.07	0.858	16318	0.95	0.142	1740	0.945
EXOC1	6.02	12	1.07	0.859	16319	0.95	0.141	1739	0.945
WNT10A	6.02	12	1.07	0.859	16320	0.95	0.141	1738	0.945
C3orf35	6.03	12	1.07	0.859	16321	0.95	0.141	1737	0.945
NOS1	6.03	12	1.08	0.859	16322	0.95	0.141	1736	0.945
SLC36A2	6.03	12	1.08	0.859	16323	0.95	0.141	1735	0.945
CLDN9	6.03	12	1.08	0.859	16324	0.95	0.141	1734	0.945
BLK	6.03	12	1.08	0.859	16325	0.95	0.141	1733	0.945
VEZT	6.03	12	1.08	0.859	16326	0.95	0.141	1732	0.945
SDC3	6.04	12	1.08	0.859	16327	0.95	0.141	1731	0.945
ELOVL4	6.04	12	1.08	0.859	16328	0.95	0.141	1730	0.945
ALG6	6.04	12	1.08	0.859	16329	0.95	0.141	1729	0.945
C1GALT1	6.04	12	1.08	0.859	16330	0.95	0.141	1728	0.945
WFDC11	5.23	9	1.08	0.859	16331	0.95	0.141	1727	0.945
E4F1	6.04	12	1.08	0.859	16332	0.95	0.141	1726	0.945
BAI1	6.04	12	1.08	0.859	16333	0.95	0.141	1725	0.945
ZBTB44	6.04	12	1.08	0.859	16334	0.95	0.141	1724	0.945
MIOX	6.04	12	1.08	0.86	16335	0.95	0.14	1723	0.945
LMAN1L	6.05	12	1.08	0.86	16336	0.95	0.14	1722	0.945
TNNC2	6.05	12	1.08	0.86	16337	0.95	0.14	1721	0.945
PPP2R5E	6.05	12	1.08	0.86	16338	0.95	0.14	1720	0.945
C10orf95	6.05	12	1.08	0.86	16339	0.95	0.14	1719	0.945
GPR35	6.05	12	1.08	0.86	16340	0.95	0.14	1718	0.945
SRPR	6.06	12	1.08	0.86	16341	0.95	0.14	1717	0.945
SKOR2	6.06	12	1.08	0.86	16342	0.95	0.14	1716	0.945
AP2M1	6.06	12	1.08	0.86	16343	0.95	0.14	1715	0.945
CDH16	6.06	12	1.08	0.86	16344	0.951	0.14	1714	0.945
EXOSC10	6.07	12	1.08	0.86	16345	0.951	0.14	1713	0.945
KPNA2	6.07	12	1.08	0.861	16346	0.951	0.139	1712	0.945
CENPBD1	6.07	12	1.08	0.861	16347	0.951	0.139	1711	0.945
GGCT	6.08	12	1.08	0.861	16348	0.951	0.139	1710	0.945
YIPF3	6.08	12	1.08	0.861	16349	0.951	0.139	1709	0.945
C16orf13	6.08	12	1.09	0.861	16350	0.951	0.139	1708	0.945
RBKS	6.08	12	1.09	0.861	16351	0.951	0.139	1707	0.945
MPDZ	6.08	12	1.09	0.861	16352	0.951	0.139	1706	0.945
ELMO3	6.08	12	1.09	0.861	16353	0.951	0.139	1705	0.945
IFFO2	6.08	12	1.09	0.861	16354	0.951	0.139	1704	0.945
PRSS33	6.08	12	1.09	0.861	16355	0.951	0.139	1703	0.945
IRF4	6.09	12	1.09	0.861	16356	0.951	0.139	1702	0.945
WNT5B	6.09	12	1.09	0.861	16357	0.951	0.139	1701	0.945
CCT5	6.09	12	1.09	0.861	16358	0.951	0.139	1700	0.945
UBE2G1	6.10	12	1.09	0.862	16359	0.951	0.138	1699	0.945
KBTBD11	6.10	12	1.09	0.862	16360	0.951	0.138	1698	0.945
ITPRIP	6.10	12	1.09	0.862	16361	0.951	0.138	1697	0.945
GTF2E2	6.10	12	1.09	0.862	16362	0.951	0.138	1696	0.945
RP11-408E5.4	4.31	6	1.09	0.862	16363	0.951	0.138	1695	0.945
ZNF804A	6.11	12	1.09	0.862	16364	0.951	0.138	1694	0.945
IRF7	6.11	12	1.09	0.862	16365	0.951	0.138	1693	0.945
VKORC1	6.11	12	1.09	0.862	16366	0.951	0.138	1692	0.945
ANXA13	6.11	12	1.09	0.862	16367	0.952	0.138	1691	0.945
SYNDIG1	6.11	12	1.09	0.863	16368	0.952	0.137	1690	0.945
MCM7	6.12	12	1.09	0.863	16369	0.952	0.137	1689	0.945
MAPKAPK2	6.12	12	1.09	0.863	16370	0.952	0.137	1688	0.945
ZC3HAV1L	6.12	12	1.09	0.863	16371	0.952	0.137	1687	0.945
ZZEF1	6.12	12	1.09	0.863	16372	0.952	0.137	1686	0.945
CANT1	6.12	12	1.09	0.863	16373	0.952	0.137	1685	0.945
MAPKAP1	6.13	12	1.09	0.863	16374	0.952	0.137	1684	0.945
SCNN1D	6.13	12	1.09	0.863	16375	0.952	0.137	1683	0.945
ANKRD13A	6.13	12	1.09	0.863	16376	0.952	0.137	1682	0.945
CDCA5	6.13	12	1.09	0.863	16377	0.952	0.137	1681	0.945
CFDP1	6.13	12	1.09	0.863	16378	0.952	0.137	1680	0.945
SLC25A37	6.13	12	1.09	0.863	16379	0.952	0.137	1679	0.945
ZC3H18	6.13	12	1.09	0.863	16380	0.952	0.137	1678	0.945
RASSF8	6.13	12	1.09	0.863	16381	0.952	0.137	1677	0.945
WDR44	6.14	12	1.10	0.863	16382	0.952	0.137	1676	0.945
GTF2B	6.14	12	1.10	0.863	16383	0.952	0.137	1675	0.945
DPF3	6.14	12	1.10	0.864	16384	0.952	0.136	1674	0.945
PDZD11	6.14	12	1.10	0.864	16385	0.952	0.136	1673	0.945
KRTAP13-4	6.15	12	1.10	0.864	16386	0.952	0.136	1672	0.945
RAB11A	6.15	12	1.10	0.864	16387	0.952	0.136	1671	0.945
STAT4	6.15	12	1.10	0.864	16388	0.952	0.136	1670	0.945
SCAMP4	6.15	12	1.10	0.864	16389	0.952	0.136	1669	0.945
PKD2L1	6.16	12	1.10	0.864	16390	0.952	0.136	1668	0.945
ZNF330	6.16	12	1.10	0.864	16391	0.952	0.136	1667	0.945
TRIM47	6.16	12	1.10	0.864	16392	0.952	0.136	1666	0.945
FERD3L	6.16	12	1.10	0.864	16393	0.952	0.136	1665	0.945
FAM45A	6.16	12	1.10	0.865	16394	0.952	0.135	1664	0.945
MRPL34	6.16	12	1.10	0.865	16395	0.952	0.135	1663	0.945
SSR2	6.17	12	1.10	0.865	16396	0.952	0.135	1662	0.945
C14orf142	6.17	12	1.10	0.865	16397	0.952	0.135	1661	0.945
GINS2	6.17	12	1.10	0.865	16398	0.952	0.135	1660	0.945
STOM	6.17	12	1.10	0.865	16399	0.952	0.135	1659	0.945
C5orf28	6.18	12	1.10	0.865	16400	0.953	0.135	1658	0.945
MFSD2B	6.18	12	1.10	0.865	16401	0.953	0.135	1657	0.945
TAF3	6.18	12	1.10	0.865	16402	0.953	0.135	1656	0.945
SPATA32	6.19	12	1.11	0.866	16403	0.953	0.134	1655	0.945
MRPS35	6.19	12	1.11	0.866	16404	0.953	0.134	1654	0.945
ENY2	6.19	12	1.11	0.866	16405	0.953	0.134	1653	0.945
PEX13	6.19	12	1.11	0.866	16406	0.953	0.134	1652	0.945
SEC61G	5.36	9	1.11	0.866	16407	0.953	0.134	1651	0.945
ULBP1	6.20	12	1.11	0.866	16408	0.953	0.134	1650	0.945
COPS7A	6.20	12	1.11	0.866	16409	0.953	0.134	1649	0.945
PERP	6.20	12	1.11	0.866	16410	0.953	0.134	1648	0.945
COL10A1	6.20	12	1.11	0.866	16411	0.953	0.134	1647	0.945
FAM86A	3.10	3	1.11	0.866	16412	0.953	0.134	1646	0.945
CD81	6.21	12	1.11	0.866	16413	0.953	0.134	1645	0.945
RTN1	6.21	12	1.11	0.866	16414	0.953	0.134	1644	0.945
LSP1	6.21	12	1.11	0.867	16415	0.953	0.133	1643	0.945
NOM1	6.21	12	1.11	0.867	16416	0.953	0.133	1642	0.945
FHL5	6.21	12	1.11	0.867	16417	0.953	0.133	1641	0.945
POC5	6.21	12	1.11	0.867	16418	0.953	0.133	1640	0.945
POLR3C	6.22	12	1.11	0.867	16419	0.953	0.133	1639	0.945
PYURF	6.22	12	1.11	0.867	16420	0.953	0.133	1638	0.945
PDXK	6.22	12	1.11	0.867	16421	0.953	0.133	1637	0.945
ANXA2R	6.22	12	1.11	0.867	16422	0.953	0.133	1636	0.945
PPP1R3E	6.22	12	1.11	0.867	16423	0.953	0.133	1635	0.945
PPARGC1B	6.23	12	1.11	0.867	16424	0.953	0.133	1634	0.945
PPP1R11	6.23	12	1.11	0.867	16425	0.953	0.133	1633	0.945
TRAPPC9	6.23	12	1.11	0.867	16426	0.953	0.133	1632	0.945
MZT2B	6.23	12	1.11	0.867	16427	0.954	0.133	1631	0.945
NME5	6.24	12	1.11	0.868	16428	0.954	0.132	1630	0.945
UCHL1	6.24	12	1.12	0.868	16429	0.954	0.132	1629	0.945
RNGTT	6.24	12	1.12	0.868	16430	0.954	0.132	1628	0.945
DMWD	6.24	12	1.12	0.868	16431	0.954	0.132	1627	0.945
KDSR	6.24	12	1.12	0.868	16432	0.954	0.132	1626	0.945
SS18L2	6.24	12	1.12	0.868	16433	0.954	0.132	1625	0.945
GNL2	6.25	12	1.12	0.868	16434	0.954	0.132	1624	0.945
HIST1H2BO	4.42	6	1.12	0.868	16435	0.954	0.132	1623	0.945
SLC25A17	6.25	12	1.12	0.868	16436	0.954	0.132	1622	0.945
OR52B6	6.25	12	1.12	0.868	16437	0.954	0.132	1621	0.945
ZSCAN5B	6.25	12	1.12	0.868	16438	0.954	0.132	1620	0.945
C16orf93	6.26	12	1.12	0.868	16439	0.954	0.132	1619	0.945
BTF3	4.43	6	1.12	0.868	16440	0.954	0.132	1618	0.945
ADAMTS16	6.26	12	1.12	0.868	16441	0.954	0.132	1617	0.945
RAB40C	6.26	12	1.12	0.869	16442	0.954	0.131	1616	0.945
TTC30A	6.26	12	1.12	0.869	16443	0.954	0.131	1615	0.945
MGAT1	6.26	12	1.12	0.869	16444	0.954	0.131	1614	0.945
FBXO21	6.27	12	1.12	0.869	16445	0.954	0.131	1613	0.945
TAS1R3	6.28	12	1.12	0.869	16446	0.954	0.131	1612	0.945
PI16	6.28	12	1.12	0.869	16447	0.955	0.131	1611	0.945
SEMA4G	6.29	12	1.12	0.87	16448	0.955	0.13	1610	0.945
ROBO3	6.29	12	1.12	0.87	16449	0.955	0.13	1609	0.945
ZNF668	6.29	12	1.12	0.87	16450	0.955	0.13	1608	0.945
CHRNA9	6.29	12	1.13	0.87	16451	0.955	0.13	1607	0.945
PLEKHJ1	6.29	12	1.13	0.87	16452	0.955	0.13	1606	0.945
PRR15L	6.29	12	1.13	0.87	16453	0.955	0.13	1605	0.945
DIAPH2	6.29	12	1.13	0.87	16454	0.955	0.13	1604	0.945
ICT1	6.29	12	1.13	0.87	16455	0.955	0.13	1603	0.945
KIAA0391	6.31	12	1.13	0.87	16456	0.955	0.13	1602	0.945
BRE	6.31	12	1.13	0.87	16457	0.955	0.13	1601	0.945
MDC1	6.31	12	1.13	0.87	16458	0.955	0.13	1600	0.945
MRPL17	6.31	12	1.13	0.871	16459	0.955	0.129	1599	0.945
SERPINB6	6.32	12	1.13	0.871	16460	0.955	0.129	1598	0.945
POLR3B	6.32	12	1.13	0.871	16461	0.955	0.129	1597	0.945
ARHGAP8	6.32	12	1.13	0.871	16462	0.955	0.129	1596	0.945
ACOT8	6.32	12	1.13	0.871	16463	0.955	0.129	1595	0.945
PIGS	6.33	12	1.13	0.871	16464	0.955	0.129	1594	0.945
TCFL5	6.33	12	1.13	0.871	16465	0.955	0.129	1593	0.945
ACTR2	6.33	12	1.13	0.871	16466	0.955	0.129	1592	0.945
CDKN2B	6.33	12	1.13	0.871	16467	0.955	0.129	1591	0.945
GSG1L	6.33	12	1.13	0.871	16468	0.955	0.129	1590	0.945
EFNB3	6.33	12	1.13	0.871	16469	0.955	0.129	1589	0.945
SGCA	6.33	12	1.13	0.871	16470	0.955	0.129	1588	0.945
THNSL1	6.34	12	1.13	0.872	16471	0.955	0.128	1587	0.945
GARS	6.34	12	1.13	0.872	16472	0.955	0.128	1586	0.945
CEACAM16	6.34	12	1.13	0.872	16473	0.955	0.128	1585	0.945
C11orf35	6.34	12	1.13	0.872	16474	0.955	0.128	1584	0.945
DICER1	6.34	12	1.13	0.872	16475	0.955	0.128	1583	0.945
MYADM	6.34	12	1.13	0.872	16476	0.955	0.128	1582	0.945
PPP2R1A	6.35	12	1.14	0.872	16477	0.956	0.128	1581	0.945
PAK2	6.35	12	1.14	0.872	16478	0.956	0.128	1580	0.945
C12orf61	6.35	12	1.14	0.872	16479	0.956	0.128	1579	0.945
C9orf66	6.35	12	1.14	0.872	16480	0.956	0.128	1578	0.945
HES3	6.36	12	1.14	0.872	16481	0.956	0.128	1577	0.945
UPB1	6.36	12	1.14	0.873	16482	0.956	0.127	1576	0.945
ZNF789	6.36	12	1.14	0.873	16483	0.956	0.127	1575	0.945
INHBA	6.37	12	1.14	0.873	16484	0.956	0.127	1574	0.945
TACC3	6.37	12	1.14	0.873	16485	0.956	0.127	1573	0.945
ABCB5	6.37	12	1.14	0.873	16486	0.956	0.127	1572	0.945
AAGAB	6.37	12	1.14	0.873	16487	0.956	0.127	1571	0.945
TTK	6.37	12	1.14	0.873	16488	0.956	0.127	1570	0.945
CRYGS	6.37	12	1.14	0.873	16489	0.956	0.127	1569	0.945
WDR65	6.38	12	1.14	0.873	16490	0.956	0.127	1568	0.945
LRRC3B	6.38	12	1.14	0.873	16491	0.956	0.127	1567	0.945
NAMPT	6.38	12	1.14	0.873	16492	0.956	0.127	1566	0.945
KDM5D	6.38	12	1.14	0.873	16493	0.956	0.127	1565	0.945
RNF11	6.39	12	1.14	0.874	16494	0.956	0.126	1564	0.945
ZNF474	6.39	12	1.14	0.874	16495	0.956	0.126	1563	0.945
LIMD2	6.39	12	1.14	0.874	16496	0.956	0.126	1562	0.945
FBXL18	6.39	12	1.14	0.874	16497	0.956	0.126	1561	0.945
LAMA3	6.39	12	1.14	0.874	16498	0.956	0.126	1560	0.945
PRDX6	6.39	12	1.14	0.874	16499	0.956	0.126	1559	0.945
RASA1	6.39	12	1.15	0.874	16500	0.956	0.126	1558	0.945
SARDH	6.40	12	1.15	0.874	16501	0.956	0.126	1557	0.945
CRLS1	6.40	12	1.15	0.874	16502	0.956	0.126	1556	0.945
CCNK	6.40	12	1.15	0.874	16503	0.956	0.126	1555	0.945
FEZ1	6.40	12	1.15	0.874	16504	0.956	0.126	1554	0.945
EIF3H	6.40	12	1.15	0.874	16505	0.956	0.126	1553	0.945
TAF2	6.40	12	1.15	0.874	16506	0.956	0.126	1552	0.945
LAS1L	6.41	12	1.15	0.874	16507	0.956	0.126	1551	0.945
MRPL13	6.41	12	1.15	0.874	16508	0.956	0.126	1550	0.945
KCNMA1	6.41	12	1.15	0.874	16509	0.956	0.126	1549	0.945
MCHR2	6.41	12	1.15	0.874	16510	0.956	0.126	1548	0.945
GGT6	6.41	12	1.15	0.874	16511	0.956	0.126	1547	0.945
CCNE1	6.41	12	1.15	0.874	16512	0.956	0.126	1546	0.945
TTC7B	6.41	12	1.15	0.875	16513	0.956	0.125	1545	0.945
GPR146	6.41	12	1.15	0.875	16514	0.956	0.125	1544	0.945
SLC36A1	6.42	12	1.15	0.875	16515	0.957	0.125	1543	0.945
MNAT1	6.42	12	1.15	0.875	16516	0.957	0.125	1542	0.945
FAM127A	6.43	12	1.15	0.875	16517	0.957	0.125	1541	0.945
C5orf42	6.43	12	1.15	0.875	16518	0.957	0.125	1540	0.945
DNAJC16	6.43	12	1.15	0.875	16519	0.957	0.125	1539	0.945
LIME1	6.43	12	1.15	0.875	16520	0.957	0.125	1538	0.945
CHUK	6.44	12	1.15	0.875	16521	0.957	0.125	1537	0.945
GABPB1	6.44	12	1.15	0.876	16522	0.957	0.124	1536	0.945
RABEP1	6.44	12	1.15	0.876	16523	0.957	0.124	1535	0.945
BTG3	6.44	12	1.15	0.876	16524	0.957	0.124	1534	0.945
CHD2	6.44	12	1.15	0.876	16525	0.957	0.124	1533	0.945
GRXCR1	6.44	12	1.15	0.876	16526	0.957	0.124	1532	0.945
COASY	6.45	12	1.16	0.876	16527	0.957	0.124	1531	0.945
NDUFAB1	6.45	12	1.16	0.876	16528	0.957	0.124	1530	0.945
VARS	6.45	12	1.16	0.876	16529	0.957	0.124	1529	0.945
HCFC1	6.46	12	1.16	0.876	16530	0.957	0.124	1528	0.945
ZFAND3	6.46	12	1.16	0.876	16531	0.957	0.124	1527	0.945
ISG20L2	6.46	12	1.16	0.877	16532	0.957	0.123	1526	0.945
RPS21	6.47	12	1.16	0.877	16533	0.957	0.123	1525	0.945
CA9	6.47	12	1.16	0.877	16534	0.957	0.123	1524	0.945
GRIN3B	6.47	12	1.16	0.877	16535	0.957	0.123	1523	0.945
MEF2B	6.47	12	1.16	0.877	16536	0.957	0.123	1522	0.945
DIS3L	6.47	12	1.16	0.877	16537	0.958	0.123	1521	0.945
DNAJA3	6.47	12	1.16	0.877	16538	0.958	0.123	1520	0.945
BARD1	6.48	12	1.16	0.877	16539	0.958	0.123	1519	0.945
CEP192	6.48	12	1.16	0.877	16540	0.958	0.123	1518	0.945
C11orf87	6.48	12	1.16	0.877	16541	0.958	0.123	1517	0.945
TSEN34	6.49	12	1.16	0.877	16542	0.958	0.123	1516	0.945
TMEM256	6.49	12	1.16	0.877	16543	0.958	0.123	1515	0.945
PAIP2	6.49	12	1.16	0.877	16544	0.958	0.123	1514	0.945
VAMP1	6.49	12	1.16	0.878	16545	0.958	0.122	1513	0.945
RABGGTB	6.49	12	1.16	0.878	16546	0.958	0.122	1512	0.945
GLIS3	6.49	12	1.16	0.878	16547	0.958	0.122	1511	0.945
FARSB	6.49	12	1.16	0.878	16548	0.958	0.122	1510	0.945
MSX2	6.50	12	1.16	0.878	16549	0.958	0.122	1509	0.945
STK36	6.50	12	1.17	0.878	16550	0.958	0.122	1508	0.945
EIF4A3	6.50	12	1.17	0.878	16551	0.958	0.122	1507	0.945
MDN1	6.51	12	1.17	0.878	16552	0.958	0.122	1506	0.945
PTPN9	6.51	12	1.17	0.878	16553	0.958	0.122	1505	0.945
MRPL21	6.52	12	1.17	0.879	16554	0.958	0.121	1504	0.945
HBZ	6.52	12	1.17	0.879	16555	0.958	0.121	1503	0.945
FZD8	6.52	12	1.17	0.879	16556	0.958	0.121	1502	0.945
DARS	6.52	12	1.17	0.879	16557	0.958	0.121	1501	0.945
SIRPB2	6.52	12	1.17	0.879	16558	0.959	0.121	1500	0.945
EDC3	6.53	12	1.17	0.879	16559	0.959	0.121	1499	0.945
STIM1	6.54	12	1.17	0.879	16560	0.959	0.121	1498	0.945
VASN	6.55	12	1.17	0.88	16561	0.959	0.12	1497	0.945
ZNF132	6.55	12	1.17	0.88	16562	0.959	0.12	1496	0.945
ETS2	6.55	12	1.17	0.88	16563	0.959	0.12	1495	0.945
SYCE3	6.55	12	1.17	0.88	16564	0.959	0.12	1494	0.945
FBLL1	6.56	12	1.18	0.88	16565	0.96	0.12	1493	0.945
DNAJA2	6.57	12	1.18	0.88	16566	0.96	0.12	1492	0.945
PLCG1	6.57	12	1.18	0.881	16567	0.96	0.119	1491	0.945
LIPA	6.57	12	1.18	0.881	16568	0.96	0.119	1490	0.945
ZMYND11	6.57	12	1.18	0.881	16569	0.96	0.119	1489	0.945
ZC3H7B	6.57	12	1.18	0.881	16570	0.96	0.119	1488	0.945
GATA6	6.58	12	1.18	0.881	16571	0.96	0.119	1487	0.945
STARD3	6.58	12	1.18	0.881	16572	0.96	0.119	1486	0.945
EOGT	6.58	12	1.18	0.881	16573	0.96	0.119	1485	0.945
SGOL1	6.58	12	1.18	0.881	16574	0.96	0.119	1484	0.945
GSR	6.59	12	1.18	0.881	16575	0.96	0.119	1483	0.945
ACAA2	6.59	12	1.18	0.882	16576	0.96	0.118	1482	0.945
WDYHV1	6.60	12	1.18	0.882	16577	0.96	0.118	1481	0.945
FBXO33	6.60	12	1.18	0.882	16578	0.96	0.118	1480	0.945
GPR112	6.60	12	1.18	0.882	16579	0.96	0.118	1479	0.945
PRKCQ	6.60	12	1.18	0.882	16580	0.96	0.118	1478	0.945
DDX1	6.60	12	1.18	0.882	16581	0.96	0.118	1477	0.945
ZNRF2	6.60	12	1.18	0.882	16582	0.96	0.118	1476	0.945
TRNAU1AP	6.60	12	1.18	0.882	16583	0.96	0.118	1475	0.945
ZNF280C	6.61	12	1.19	0.882	16584	0.96	0.118	1474	0.945
ASF1A	6.61	12	1.19	0.882	16585	0.961	0.118	1473	0.945
OR1L6	5.73	9	1.19	0.882	16586	0.961	0.118	1472	0.945
DIEXF	6.62	12	1.19	0.882	16587	0.961	0.118	1471	0.945
GRIA3	6.62	12	1.19	0.882	16588	0.961	0.118	1470	0.945
SLC27A3	6.62	12	1.19	0.883	16589	0.961	0.117	1469	0.945
LY6H	6.62	12	1.19	0.883	16590	0.961	0.117	1468	0.945
CHRNA5	6.63	12	1.19	0.883	16591	0.961	0.117	1467	0.945
GDAP1L1	6.63	12	1.19	0.883	16592	0.961	0.117	1466	0.945
ZFP3	6.64	12	1.19	0.883	16593	0.961	0.117	1465	0.945
MEIOB	6.64	12	1.19	0.883	16594	0.961	0.117	1464	0.945
UHRF2	6.64	12	1.19	0.883	16595	0.961	0.117	1463	0.945
DPP7	6.64	12	1.19	0.883	16596	0.961	0.117	1462	0.945
PBLD	6.64	12	1.19	0.883	16597	0.961	0.117	1461	0.945
NSUN2	6.64	12	1.19	0.883	16598	0.961	0.117	1460	0.945
